45773,"00PN","small_airport","Ferrell Field",41.2995,-80.211111,1301,"NA","US","US-PA","Mercer","no","00PN",,"00PN",,,
6559,"00PS","closed","Thomas Field",40.3778,-77.365303,815,"NA","US","US-PA","Loysville","no",,,,,,"00PS"
6560,"00S","small_airport","Mc Kenzie Bridge State Airport",44.183200836199994,-122.088996887,1620,"NA","US","US-OR","Mc Kenzie Bridge","no","00S",,"00S",,"http://en.wikipedia.org/wiki/McKenzie_Bridge_State_Airport",
6561,"00SC","small_airport","Flying O Airport",34.0093994140625,-80.26719665527344,150,"NA","US","US-SC","Sumter","no","00SC",,"00SC",,,
330391,"00SD","small_airport","Homan Field",44.809158,-96.498897,1590,"NA","US","US-SD","Gary","no","00SD",,"00SD",,,
6562,"00TA","heliport","Sw Region Faa Heliport",32.826900482177734,-97.30580139160156,598,"NA","US","US-TX","Fort Worth","no","00TA",,"00TA",,,
6563,"00TE","heliport","Tcjc-Northeast Campus Heliport",32.847599029541016,-97.18949890136719,600,"NA","US","US-TX","Fort Worth","no","00TE",,"00TE",,,
6564,"00TN","small_airport","Ragsdale Road Airport",35.515899658203125,-85.95359802246094,1100,"NA","US","US-TN","Manchester","no","00TN",,"00TN",,,
6565,"00TS","small_airport","Alpine Range Airport",32.607601165771484,-97.24199676513672,670,"NA","US","US-TX","Everman","no","00TS",,"00TS",,,
6566,"00TX","closed","San Jacinto Methodist Hospital Heliport",29.7377,-94.980201,19,"NA","US","US-TX","Baytown","no",,,,,,"00TX"
6567,"00UT","closed","Clear Creek Ranch Airport",37.247799,-112.821998,6138,"NA","US","US-UT","Kanab","no",,,,,,"00UT, U21"
6568,"00VA","small_airport","Vaughan Airport",36.57600021,-78.9991684,551,"NA","US","US-VA","Alton","no","00VA",,"00VA",,,
6569,"00VI","small_airport","Groundhog Mountain Airport",36.663299560546875,-80.49949645996094,2680,"NA","US","US-VA","Hillsville","no","00VI",,"00VI",,,
6570,"00W","small_airport","Lower Granite State Airport",46.673500061035,-117.44300079346,719,"NA","US","US-WA","Colfax","no","00W",,"00W","http://www.wsdot.wa.gov/aviation/AllStateAirports/Colfax_LowerGraniteState.htm",,"0WA0"
6571,"00WA","small_airport","Howell Airport",47.17839813232422,-122.77200317382812,150,"NA","US","US-WA","Longbranch","no","00WA",,"00WA",,,
6572,"00WI","small_airport","Northern Lite Airport",44.304298400878906,-89.05010223388672,860,"NA","US","US-WI","Waupaca","no","00WI",,"00WI",,,
6573,"00WN","small_airport","Hawks Run Airport",46.25,-117.2490005493164,2900,"NA","US","US-WA","Asotin","no","00WN",,"00WN",,,
6574,"00WV","small_airport","Lazy J. Aerodrome",38.82889938354492,-79.86609649658203,2060,"NA","US","US-WV","Beverly","no","00WV",,"00WV",,,
322300,"00WY","heliport","Mountain View Regional Hospital Heliport",42.840361,-106.224443,5210,"NA","US","US-WY","Casper","no","00WY",,"00WY",,,
6575,"00XS","small_airport","L P Askew Farms Airport",33.03340148925781,-101.93399810791016,3110,"NA","US","US-TX","O'Donnell","no","00XS",,"00XS",,,
6576,"01A","small_airport","Purkeypile Airport",62.943599700927734,-152.27000427246094,1950,"NA","US","US-AK","Purkeypile","no","01A",,"01A",,,
6577,"01AK","heliport","Providence Seward Medical Center Heliport",60.105873975399994,-149.446249008,120,"NA","US","US-AK","Seward","no","01AK",,"01AK",,,
6578,"01AL","small_airport","Ware Island Airport",32.94599914550781,-86.51390075683594,344,"NA","US","US-AL","Clanton","no","01AL",,"01AL",,,
6579,"01AR","heliport","Community Hospital of De Queen Heliport",34.047298431396484,-94.35489654541016,400,"NA","US","US-AR","De Queen","no","01AR",,"01AR",,,
6580,"01AZ","heliport","Yat Heliport",34.60810089111328,-111.86499786376953,3300,"NA","US","US-AZ","Camp Verde","no","01AZ",,"01AZ",,,
6581,"01C","closed","Grant Airport",43.341701507568,-85.775001525879,815,"NA","US","US-MI","Grant","no","01C",,"01C",,"https://en.wikipedia.org/wiki/Grant_Airport",
6582,"01CA","heliport","Lugo Substation Heliport",34.368240591699994,-117.370058745,3733,"NA","US","US-CA","Hesperia","no","01CA",,"01CA",,,
6583,"01CL","small_airport","Swansboro Country Airport",38.79990005493164,-120.73400115966797,2594,"NA","US","US-CA","Placerville","no","01CL",,"01CL",,,
6584,"01CN","heliport","Los Angeles County Sheriff's Department Heliport",34.03779983520508,-118.15399932861328,300,"NA","US","US-CA","Los Angeles","no","01CN",,"01CN",,,
6585,"01CO","heliport","St Vincent General Hospital Heliport",39.24530029296875,-106.24600219726562,10175,"NA","US","US-CO","Leadville","no","01CO",,"01CO",,,
6586,"01CT","heliport","Berlin Fairgrounds Heliport",41.62730026245117,-72.72750091552734,60,"NA","US","US-CT","Berlin","no","01CT",,"01CT",,,
6587,"01FA","small_airport","Rybolt Ranch Airport",28.589399337768555,-81.14420318603516,55,"NA","US","US-FL","Orlando","no","01FA",,"01FA",,,
6588,"01FD","heliport","Advent Health Altamonte Springs Heliport",28.666639,-81.3697,86,"NA","US","US-FL","Altamonte Springs","no","01FD",,"01FD",,,"Florida Hospital-Altamonte"
6589,"01FL","small_airport","Cedar Knoll Flying Ranch Airport",28.78190040588379,-81.1592025756836,19,"NA","US","US-FL","Geneva","no","01FL",,"01FL",,,
6590,"01GA","heliport","Medical Center Heliport",32.47930145263672,-84.9791030883789,319,"NA","US","US-GA","Columbus","no","01GA",,"01GA",,,
6591,"01GE","small_airport","The Farm Airport",32.674400329589844,-82.77110290527344,375,"NA","US","US-GA","Wrightsville","no","01GE",,"01GE",,,
6592,"01IA","small_airport","Stender Airport",41.66109848022461,-90.74130249023438,725,"NA","US","US-IA","Maysville","no","01IA",,"01IA",,,
6530,"01ID","small_airport","Lava Hot Springs Airport",42.6082,-112.031998,5268,"NA","US","US-ID","Lava Hot Springs","no","01ID",,"01ID",,,"Formerly 00E, ID26"
6593,"01II","small_airport","Myers Field",39.8849983215332,-86.50669860839844,950,"NA","US","US-IN","Lizton","no","01II",,"01II",,,
6594,"01IL","heliport","Hoopeston Community Memorial Hospital Heliport",40.45859909057617,-87.65950012207031,583,"NA","US","US-IL","Hoopeston","no","01IL",,"01IL",,,
6595,"01IN","heliport","Community Hospital Heliport",40.13090133666992,-85.69580078125,890,"NA","US","US-IN","Anderson","no","01IN",,"01IN",,,
6596,"01IS","small_airport","William E. Koenig Airport",39.01620101928711,-90.31819915771484,670,"NA","US","US-IL","Dow","no","01IS",,"01IS",,,
6597,"01J","small_airport","Hilliard Airpark",30.68630027770996,-81.90570068359375,59,"NA","US","US-FL","Hilliard","no","01J",,"01J",,,
6598,"01K","small_airport","Caldwell Municipal Airport",37.03609848022461,-97.5864028930664,1157,"NA","US","US-KS","Caldwell","no","01K",,"01K",,,
6599,"01KS","small_airport","Flying N Ranch Airport",38.54059982299805,-97.00330352783203,1485,"NA","US","US-KS","Lost Springs","no","01KS",,"01KS",,,
6600,"01KY","heliport","Lourdes Hospital Heliport",37.051700592041016,-88.64689636230469,419,"NA","US","US-KY","Paducah","no","01KY",,"01KY",,,
6601,"01LA","small_airport","Barham Airport",32.638999938964844,-91.77369689941406,90,"NA","US","US-LA","Oak Ridge","no","01LA",,"01LA",,,
6602,"01LL","small_airport","Schumaier Restricted Landing Area",38.12580108642578,-89.46389770507812,555,"NA","US","US-IL","Pinckneyville","no","01LL",,"01LL",,,
6603,"01LS","small_airport","Country Breeze Airport",30.70599937438965,-91.07740020751953,125,"NA","US","US-LA","Slaughter","no","01LS",,"01LS",,,
6604,"01MA","heliport","Compaq Andover Heliport",42.625099182128906,-71.18009948730469,140,"NA","US","US-MA","Andover","no","01MA",,"01MA",,,
6605,"01MD","seaplane_base","Annapolis Seaplane Base",38.999199,-76.456001,,"NA","US","US-MD","Annapolis","no","01MD",,"01MD",,,
6606,"01ME","seaplane_base","Saint Peter's Seaplane Base",46.778900146484375,-68.50029754638672,608,"NA","US","US-ME","Portage Lake","no","01ME",,"01ME",,,
6607,"01MI","heliport","Flow Through Terminal Heliport",43.04949951171875,-83.67970275878906,736,"NA","US","US-MI","Flint","no","01MI",,"01MI",,,
6608,"01MN","seaplane_base","Barnes Seaplane Base",47.899600982666016,-92.55740356445312,1358,"NA","US","US-MN","Cook","no","01MN",,"01MN",,,
6609,"01MO","heliport","Highway Patrol Troop C Headquarters Heliport",38.641700744628906,-90.48429870605469,615,"NA","US","US-MO","Town and Country","no","01MO",,"01MO",,,
6610,"01MT","small_airport","Crystal Lakes Resort Airport",48.789100646972656,-114.87999725341797,3141,"NA","US","US-MT","Fortine","no","01MT",,"01MT",,,
6611,"01NC","small_airport","Topsail Airpark",34.47529983520508,-77.5813980102539,65,"NA","US","US-NC","Holly Ridge","no","01NC",,"01NC",,,
6612,"01NE","small_airport","Detour Airport",40.84360122680664,-100.65299987792969,3000,"NA","US","US-NE","Wellfleet","no","01NE",,"01NE",,,
6613,"01NH","small_airport","Moore Airfield",43.6445,-72.086998,835,"NA","US","US-NH","Canaan","no","01NH",,"01NH",,,"Enfield"
6614,"01NJ","heliport","Albert Guido Memorial Heliport",40.741798400878906,-74.13710021972656,10,"NA","US","US-NJ","Newark","no","01NJ",,"01NJ",,,
45537,"01NM","small_airport","Champion Ranch Airport",33.008611,-104.540278,3630,"NA","US","US-NM","Artesia","no","01NM",,"01NM",,,
6615,"01NV","small_airport","Lantana Ranch Airport",38.76390075683594,-119.0270004272461,4600,"NA","US","US-NV","Yerington","no","01NV",,"01NV",,,
6616,"01NY","heliport","Vassar Hospital Heliport",41.70009994506836,-73.94960021972656,100,"NA","US","US-NY","Poughkeepsie","no","01NY",,"01NY",,,
6617,"01OI","heliport","Galion Community Hospital Heliport",40.73059844970703,-82.80159759521484,1140,"NA","US","US-OH","Galion","no","01OI",,"01OI",,,
6618,"01OK","closed","Lawrence Airport",35.294498,-98.636496,1525,"NA","US","US-OK","Eakly","no",,,,,,"01OK"
6619,"01OR","closed","Red & White Flying Service Airport",43.119301,-121.044997,4346,"NA","US","US-OR","Silver Lake","no",,,,,,"01OR"
6620,"01PA","heliport","Pine Heliport",40.655601501464844,-80.0509033203125,1215,"NA","US","US-PA","Mars","no","01PA",,"01PA",,,
6621,"01PN","small_airport","Bierly(Personal Use) Airport",40.930599212646484,-77.73889923095703,960,"NA","US","US-PA","Bellefonte","no","01PN",,"01PN",,,
6622,"01PS","small_airport","Nort's Resort Airport",41.59590148925781,-76.02960205078125,1040,"NA","US","US-PA","Meshoppen","no","01PS",,"01PS",,,
6623,"01SC","small_airport","York Airport",35.032100677490234,-81.25279998779297,779,"NA","US","US-SC","York","no","01SC",,"01SC",,,
6624,"01TA","heliport","Thirty Thirty Matlock Office Center Heliport",32.69419860839844,-97.11579895019531,630,"NA","US","US-TX","Arlington","no","01TA",,"01TA",,,
6625,"01TE","small_airport","Smith Field",32.73759841918945,-96.4280014038086,505,"NA","US","US-TX","Forney","no","01TE",,"01TE",,,
6626,"01TN","small_airport","Colonial Air Park",34.99589920043945,-89.73059844970703,370,"NA","US","US-TN","Collierville","no","01TN",,"01TN",,,
6627,"01TS","closed","St Joseph Hospital Heliport",32.7285,-97.324501,675,"NA","US","US-TX","Fort Worth","no",,,,,,"01TS"
6628,"01TX","small_airport","Mims Farm Ultralightport",32.38759994506836,-96.87750244140625,610,"NA","US","US-TX","Waxahachie","no","01TX",,"01TX",,,
6629,"01U","small_airport","Duckwater Airport",38.851600646972656,-115.63400268554688,5124,"NA","US","US-NV","Duckwater","no","01U",,"01U",,,
6630,"01UT","small_airport","La Sal Junction Airport",38.30830001831055,-109.39600372314453,6000,"NA","US","US-UT","La Sal","no","01UT",,"01UT",,,
6631,"01VA","small_airport","Pickles Airport",39.125,-77.9250030518,500,"NA","US","US-VA","Berryville","no","01VA",,"01VA",,,
6632,"01WA","heliport","Willapa Harbor Heliport",46.66320037841797,-123.81199645996094,154,"NA","US","US-WA","South Bend","no","01WA",,"01WA",,,
6633,"01WI","small_airport","Prehn Cranberry Company Airport",44.0099983215332,-90.38919830322266,930,"NA","US","US-WI","Tomah","no","01WI",,"01WI",,,
6634,"01WN","heliport","Whidbey General Hospital Heliport",48.213401794433594,-122.68499755859375,103,"NA","US","US-WA","Coupeville","no","01WN",,"01WN",,,
45900,"01WT","heliport","Odyssey Heliport",47.518178,-122.210908,20,"NA","US","US-WA","Renton","no","01WT",,"01WT",,,
6635,"01WY","small_airport","Keyhole Airport",44.347198486328125,-104.81099700927734,4250,"NA","US","US-WY","Moorcroft","no","01WY",,"01WY",,,
46288,"01XA","heliport","Seton Medical Center Hays Heliport",30.007222,-97.853333,715,"NA","US","US-TX","Kyle","no","01XA",,"01XA",,,
6636,"01XS","heliport","Meadowood Ranch Heliport",32.020198822021484,-95.74549865722656,500,"NA","US","US-TX","Athens","no","01XS",,"01XS",,,
6637,"02AK","small_airport","Rustic Wilderness Airport",61.87689971923828,-150.09800720214844,190,"NA","US","US-AK","Willow","no","02AK",,"02AK",,,
6638,"02AL","small_airport","Bass Field",30.37150001525879,-87.76439666748047,61,"NA","US","US-AL","Foley","no","02AL",,"02AL",,,
43030,"02AR","closed","Three Rivers Airport",34.822445,-92.44442,264,"NA","US","US-AR","Little Rock","no",,,,,,"02AR"
6640,"02AZ","closed","Winchester Farm Airstrip",32.376401,-109.936996,4200,"NA","US","US-AZ","Willcox","no",,,,,,"02AZ"
6641,"02CA","heliport","Swepi Beta Platform Ellen Heliport",33.58250045776367,-118.12899780273438,122,"NA","US","US-CA","Huntington Beach","no","02CA",,"02CA",,,
6642,"02CD","small_airport","Shannon Field",34.129600524902344,-90.52400207519531,165,"NA","US","US-MS","Clarksdale","no","02CD",,"02CD",,,
6643,"02CL","small_airport","Conover Air Lodge Airport",34.761101,-119.058998,5160,"NA","US","US-CA","Frazier Park","no","02CL",,"02CL",,,"04L"
6644,"02CO","small_airport","Mc Cullough Airport",37.64329910279999,-106.04699707,7615,"NA","US","US-CO","Monte Vista","no","02CO",,"02CO",,,
6645,"02CT","heliport","Strangers Point Heliport",41.91960144042969,-72.44450378417969,540,"NA","US","US-CT","Ellington","no","02CT",,"02CT",,,
6646,"02FA","small_airport","Osborn Airfield",28.52669906616211,-81.87480163574219,121,"NA","US","US-FL","Groveland","no","02FA",,"02FA",,,
45347,"02FL","small_airport","Cuchens Airport",30.642778,-86.123889,215,"NA","US","US-FL","Defuniak Springs","no","02FL",,"02FL",,,
6648,"02GA","small_airport","Doug Bolton Field",34.202598571777344,-83.42900085449219,884,"NA","US","US-GA","Commerce","no","02GA",,"02GA",,,
6649,"02GE","small_airport","Etowah Fields Airport",34.17530059814453,-84.92440032958984,710,"NA","US","US-GA","Euharlee","no","02GE",,"02GE",,,
6650,"02HI","heliport","K3 Helipad Heliport",21.36199951171875,-157.9510040283203,9,"NA","US","US-HI","Pearl Harbor","no","02HI",,"02HI",,,
6651,"02IA","heliport","Boone County Hospital Heliport",42.05609893798828,-93.87799835205078,1160,"NA","US","US-IA","Boone","no","02IA",,"02IA",,,
6652,"02ID","small_airport","Morgan Ranch Airport",44.55550003051758,-115.30500030517578,5634,"NA","US","US-ID","Cascade","no","02ID",,"02ID",,,
6653,"02II","small_airport","King Ultralightport",40.06230163574219,-86.21050262451172,925,"NA","US","US-IN","Westfield","no","02II",,"02II",,,
6654,"02IN","small_airport","Diamond P. Field",40.208900451660156,-85.54080200195312,904,"NA","US","US-IN","Muncie","no","02IN",,"02IN",,,
6655,"02IS","heliport","Condell Medical Center Heliport",42.274600982666016,-87.9572982788086,762,"NA","US","US-IL","Libertyville","no","02IS",,"02IS",,,
6656,"02KS","small_airport","Jmj Landing Airport",39.222198486328125,-96.0552978515625,1170,"NA","US","US-KS","St Marys","no","02KS",,"02KS",,,
327110,"02KT","heliport","St Claire Healthcare Heliport",38.181441,-83.443319,781,"NA","US","US-KY","Morehead","no","02KT",,"02KT",,,
6657,"02KY","heliport","Boone National Guard Heliport",38.18339920043945,-84.89990234375,760,"NA","US","US-KY","Frankfort","no","02KY",,"02KY",,,
6658,"02LA","heliport","La State Police Troop G Heliport",32.53129959106445,-93.66020202636719,168,"NA","US","US-LA","Bossier City","no","02LA",,"02LA",,,
6659,"02LS","heliport","Windy Hill Heliport",30.148300170898438,-91.91899871826172,25,"NA","US","US-LA","Broussard","no","02LS",,"02LS",,,
6660,"02MA","heliport","Cuttyhunk Heliport",41.41960144042969,-70.927001953125,9,"NA","US","US-MA","Gosnold","no","02MA",,"02MA",,,
322099,"02MD","small_airport","Garner Field",38.672544,-76.709739,141,"NA","US","US-MD","Brandywine","no","02MD",,"02MD",,,
6661,"02ME","small_airport","Nadeau's Airport",43.5373,-70.929397,700,"NA","US","US-ME","Acton","no","02ME",,"02ME",,,"Old Acton Airfield"
6662,"02MI","small_airport","Fairplains Airpark",43.157100677490234,-85.14849853515625,850,"NA","US","US-MI","Greenville","no","02MI",,"02MI",,,
6663,"02MN","small_airport","Greenbush Municipal Airport",48.68330001831055,-96.19200134277344,1070,"NA","US","US-MN","Greenbush","no","02MN",,"02MN",,,
6664,"02MO","small_airport","Troy Airpark",39.04999923706055,-91.03350067138672,650,"NA","US","US-MO","Troy","no","02MO",,"02MO",,,
6665,"02MS","small_airport","Watts Field",34.100101470947266,-90.8468017578125,153,"NA","US","US-MS","Rochdale","no","02MS",,"02MS",,,
6666,"02MT","closed","Barrett Field",47.2374,-111.74304,3350,"NA","US","US-MT","Cascade","no",,,,,,"02MT"
6667,"02MU","closed","Timber Line Airpark",36.654233,-93.797418,1550,"NA","US","US-MO","Cassville","no",,,,,,"02MU"
45686,"02NC","heliport","Race City Heliport",35.541111,-80.597778,809,"NA","US","US-NC","Landis","no","02NC",,"02NC",,,
6668,"02NE","small_airport","Benes Service Airport",41.074501037597656,-96.90450286865234,1550,"NA","US","US-NE","Valparaiso","no","02NE",,"02NE",,,
6669,"02NH","seaplane_base","Iroquois Landing Seaplane Base",44.657100677490234,-71.21910095214844,1180,"NA","US","US-NH","Dummer","no","02NH",,"02NH",,,
6670,"02NJ","heliport","Penske Heliport",40.55730056762695,-74.46710205078125,78,"NA","US","US-NJ","Piscataway","no","02NJ",,"02NJ",,,
6671,"02NV","small_airport","Paiute Meadows Airport",41.30329895019531,-118.5979995727539,4443,"NA","US","US-NV","Winnemucca","no","02NV",,"02NV",,,
6672,"02NY","heliport","Hansen Heliport",43.132598876953125,-75.65550231933594,435,"NA","US","US-NY","Durhamville","no","02NY",,"02NY",,,
6673,"02OH","small_airport","Zimmerman Airport",41.376399993896484,-83.08329772949219,614,"NA","US","US-OH","Fremont","no","02OH",,"02OH",,,
6674,"02OI","small_airport","Murtha Airport",41.801998138427734,-80.56539916992188,950,"NA","US","US-OH","Conneaut","no","02OI",,"02OI",,,
6675,"02OK","closed","Canon Heliport",35.458401,-97.525297,1191,"NA","US","US-OK","Oklahoma City","no",,,"02OK",,,"02OK"
6676,"02OR","small_airport","Rowena Dell Airport",45.68149948120117,-121.31600189208984,705,"NA","US","US-OR","The Dalles","no","02OR",,"02OR",,,
6677,"02P","heliport","Stottle Memorial Heliport",40.403596,-77.556602,591,"NA","US","US-PA","Honey Grove","no",,,"02P",,,"EWT 4,"
6678,"02PA","heliport","Lag Iii Heliport",40.43830108642578,-79.7699966430664,1070,"NA","US","US-PA","Monroeville","no","02PA",,"02PA",,,
6679,"02PN","heliport","Peco Berwyn Heliport",40.06959915161133,-75.4552001953125,390,"NA","US","US-PA","Berwyn","no","02PN",,"02PN",,,
6681,"02PS","small_airport","Hughes Ultralightport",41.90060043334961,-77.23030090332031,1700,"NA","US","US-PA","Tioga","no","02PS",,"02PS",,,
6682,"02SC","small_airport","Harpers Airport",32.75849914550781,-81.22480010986328,111,"NA","US","US-SC","Estill","no","02SC",,"02SC",,,
6683,"02T","small_airport","Wise River Airport",45.769100189208984,-112.98200225830078,5830,"NA","US","US-MT","Wise River","no","02T",,"02T",,,
6684,"02TA","heliport","Matagorda Shore Facility Heliport",28.721399307250977,-95.8738021850586,5,"NA","US","US-TX","Matagorda","no","02TA",,"02TA",,,
6685,"02TE","heliport","Baylor Medical Center Heliport",32.39540100097656,-96.86419677734375,560,"NA","US","US-TX","Waxahachie","no","02TE",,"02TE",,,
6686,"02TN","small_airport","Ellis Field",35.780601501464844,-86.58419799804688,840,"NA","US","US-TN","Murfreesboro","no","02TN",,"02TN",,,
6687,"02TS","closed","FWOMC Heliport",32.747601,-97.370003,684,"NA","US","US-TX","Fort Worth","no",,,,,,"02TS"
6688,"02TX","small_airport","The Palms At Kitty Hawk Airport",33.3704032898,-101.92288208,3235,"NA","US","US-TX","New Home","no","02TX",,"02TX",,,
6689,"02UT","small_airport","Lucin Airport",41.36629867553711,-113.84300231933594,4412,"NA","US","US-UT","Lucin","no","02UT",,"02UT",,,
6690,"02VA","small_airport","The Greenhouse Airport",38.435699462890625,-77.8572006225586,320,"NA","US","US-VA","Culpeper","no","02VA",,"02VA",,,
6691,"02VG","heliport","Northstar Aviation Heliport",36.63880157470703,-82.11669921875,1850,"NA","US","US-VA","Bristol","no","02VG",,"02VG",,,
6692,"02WA","small_airport","Cawleys South Prairie Airport",47.15230178833008,-122.09400177001953,690,"NA","US","US-WA","South Prairie","no","02WA",,"02WA",,,
6693,"02WI","small_airport","Beer Airport",45.031898498535156,-92.65579986572266,920,"NA","US","US-WI","Hudson","no","02WI",,"02WI",,,
6694,"02WN","small_airport","Fowler Field",48.74580001831055,-119.31900024414062,2150,"NA","US","US-WA","Tonasket","no","02WN",,"02WN",,,
